id,track,artist,uri
X271,Can't Get Enough Of Your Love.,Barry White,spotify:track:3mWpUEBYnv9SIFWfixSJFx
X272,Better things to do,Sharon Jones & The Dap Kings,spotify:track:4Mk75CbJp6wzdHsLprxpPd
X273,Make the Music With Your Mouth,Biz Markie,spotify:track:01efirqgUzgB1RVEewzBFf
X274,Open Your Eyes,Bobby Caldwell,spotify:track:5TA4he79xD3fpvy0sidiOV
X275,California Soul,Marlena Shaw,spotify:track:0OwvrdjaJOypNsNQHyBWE5
X276,Shaft's Mama,Charlie Whitehead,spotify:track:7kRcexsmBw6WP7j8KQYyRd
X277,Nightshift,The Commodores,spotify:track:23IK8TF2MSiLnuEjaYPfVV
X278,Still,Commodores,spotify:track:2LdtluFBgL8cuSo9nkvJ57
X279,Zoom,Commodores,spotify:track:14Tj6yYXItEhy466a0yeR0
X280,Freddie's Dead,Curtis Mayfield,spotify:track:2ouFIPC3O1HNBcVTw1d9AN
X281,Give Me Your Love,Curtis Mayfield,spotify:track:72aE17MO1hgAziGJa6bQQe
X282,Little Child Running Wild,Curtis Mayfield,spotify:track:24Mx7vklBWuqFjsHMO8ofZ
X283,Move On Up,Curtis Mayfield,spotify:track:2qrOktpT4UcQKldz0QRCmD
X284,(Don't Worry) If There's a Hel,Curtis Mayfield,spotify:track:5RlUTWYlTeE1JiyudvnlAU
X285,Cherchez La Femme,Dr. Buzzard's Original Savannah Band,spotify:track:5endSWellqnUqEIO2OOdzj
X286,Brazilian Rhyme (Interlude),Wind & Fire Earth,spotify:track:1bBY01q1I7hziu59ZVEm39
X287,Sweet Joy of Life,Edwin Starr & Blinky,https://open.spotify.com/track/6aziTPWYeN60VUV8FEDp6P?si=5bb6490e069e473d
X288,Rescue Me,Fontella Bass,spotify:track:1GY8zOFi8rC39xXnD0tKO8
X289,I Want to Know What Love Is,Foreigner,spotify:track:04OjLvOApQve45B0ISx4XN
X290,Dernier Domicile Connu,Francois De Roubaix,spotify:track:3FMJMy5rxVNqIqi5z20sGA
X291,Grandma's Hands,Gil Scott-Heron,spotify:track:4eNidMSMSFsjRxjaUjIter
X292,Chicago,Graham Nash,spotify:track:4wBi9ogKThsbFUvVJxjhK2
X293,Downloading,Harald Kloser,https://open.spotify.com/track/5QvR9UghLIq4zkOWVJfD65?si=04a9631b2fd442d2
X294,Hugh Masekela-Grazing In The G,Various Artists,https://open.spotify.com/track/5yIMfJOAacVK8EvObn3HsX?si=357dcde2986d4110
X295,I Need a Dollar,Aloe Blacc,spotify:track:3oUphdZVPyrsprZ8FgbmQS
X296,War,Hypnotic Brass Ensemble,spotify:track:5bJ1K78btQIh5gR1MaFXt0
X297,Theme from Shaft,Isaac Hayes,spotify:track:6XJ20VKnYFNCapjnKit0Md
X298,It's A Man's Man's World,James Brown,https://open.spotify.com/track/5vMTfupz6z7wlNiz0xVb4j?si=63007d0a69f44075
X299,"Make It Funky, Part 1",James Brown,spotify:track:3pNfCtcbhWwa6TouKcMTGp
X300,Move Me,Jim Gilstrap,spotify:track:488KoY7BnR2OQzcp2Z9lxZ
X302,The Greatest Love,Lee Dorsey,spotify:track:4pOsc3GYNsQT3NBMp1EiQG
X303,I Wan'ta Do Something Freaky to You,Leon Haywood,spotify:track:4ijuSvn7dE8i9o8Ori6QmC
X304,Ain't Nothing Like The Real Thing - Tammi Terrell,Marvin Gaye,spotify:track:7qJ5UqAiuUZOg72dvbpyQw
X305,I Want You,Marvin Gaye,spotify:track:2gmWJA9oF4GD2Vw5QoRqu1
X306,Is That Enough,Marvin Gaye,spotify:track:3yYVJTOQWoTiGvFSSYoMpZ
X307,"Stop, Look, Listen (To Your Heart)",New Birth,spotify:track:0oo36oKreIZOwYaOlj7KgB
X308,For the Love of Money,O'Jays,spotify:track:3p1JoOEhVkEnTaa4JzTMSk
X309,Fear Is the Key (Main Theme),Roy Budd,https://www.youtube.com/watch?v=-3KUhmT-BBw
X310,Maria Maria,Santana,https://open.spotify.com/track/3XKIUb7HzIF1Vu9usunMzc?si=7cb52beb7b434d45
X311,Everybody Is a Star,Sly & the Family Stone,spotify:track:4NXNW4eqf9JXLhWFRjwFh9
X312,Come and Play in the Milky Night,Stereolab,spotify:track:1UuYnDfAji9CYbwPEYIswL
X313,Space Intro,Steve Miller Band,spotify:track:3kLFfUPLDYOQxQLuy8acxo
X314,Theme from Knight Rider,Stu Phillips,spotify:track:2R2gMe3zb9BgCdT2PZh1s3
X315,Ain't Gonna Happen,Ten Wheel Drive & Genya Ravan,spotify:track:0VqMlDwirmnANfPDN8qbD9
X316,The game gets old,Sharon Jones & The Dap Kings,spotify:track:4KEeH7cO9u1g8o4Qcc6p3q
X317,Memories Are Here to Stay,The Intruders,spotify:track:1zQNHD6d44LnYJtmo4joSW
X318,Roxanne,The Police,spotify:track:3EYOJ48Et32uATr9ZmLnAo
X319,Introit,William Sheller,https://www.youtube.com/watch?v=3uclxW5WS-M
X320,Brother's Gonna Work It Out,Willie Hutch,spotify:track:28wnbKYJVn9lIaV8ZTJBU2
